Shop_ID,Kod,Ilosc,StawkaVAT,shop_zn,shop_sb,shop_sn,data
461,4425250500626,2.0,0.0,1.94,2.89,2.89,2024-01-04
461,4427715862900,9.0,23.0,16.89,21.77,17.71,2024-01-04
461,6438003031566,4.0,0.0,1.2,1.78,1.78,2024-01-04
461,5832750006688,3.85,0.0,3.17,4.27,4.27,2024-01-04
461,4427243334895,10.0,0.0,3.72,4.76,4.76,2024-01-04
461,4426871250027,4.0,0.0,3.39,4.88,4.88,2024-01-04
461,4425486808164,11.0,23.0,2.77,4.76,3.87,2024-01-04
461,44305510,5.0,23.0,13.5,17.37,14.12,2024-01-04
461,4425010503183,12.0,23.0,22.09,33.59,27.33,2024-01-04
461,4427243325042,8.0,0.0,3.71,4.71,4.71,2024-01-04
461,35142086440,1.13,0.0,5.29,7.66,7.66,2024-01-04
461,35142097746,4.0,0.0,4.19,5.24,5.24,2024-01-04
461,5716657812075,5.0,23.0,1.35,2.35,1.92,2024-01-04
461,4428942015029,6.0,23.0,1.67,3.18,2.58,2024-01-04
461,65330494,9.0,23.0,2.48,4.49,3.66,2024-01-04
461,4425257257803,4.0,23.0,8.57,14.3,11.63,2024-01-04
461,44297893,2.0,23.0,16.82,21.62,17.57,2024-01-04
461,4429620174125,6.0,0.0,4.19,5.87,5.87,2024-01-04
461,4425384225081,6.0,0.0,4.88,5.36,5.36,2024-01-04
461,3901020596805,8.0,0.0,1.35,1.99,1.99,2024-01-04
461,5832750008583,8.21,0.0,6.04,8.56,8.56,2024-01-04
461,35142089797,3.11,0.0,7.6,8.44,8.44,2024-01-04
461,4425250514985,6.0,0.0,4.28,6.4,6.4,2024-01-04
461,4426454327324,4.0,0.0,4.3,5.77,5.77,2024-01-04
461,4432492722019,3.0,8.0,3.36,5.0,4.64,2024-01-04
461,35142090439,6.86,0.0,34.12,47.38,47.38,2024-01-04
461,35142091539,6.25,0.0,9.85,13.23,13.23,2024-01-04
461,3510004427,1.25,0.0,16.06,20.12,20.12,2024-01-04
461,35142093314,2.26,0.0,7.39,9.86,9.86,2024-01-04
461,4427715871593,10.0,23.0,19.12,24.69,20.08,2024-01-04
461,4425800554953,10.0,0.0,1.82,3.25,3.25,2024-01-04
461,4428959956252,10.0,23.0,0.6,1.37,1.11,2024-01-04
461,4425518273284,3.0,0.0,2.58,3.58,3.58,2024-01-04
461,44304168,7.0,23.0,50.3,65.2,53.01,2024-01-04
461,3510003423,3.25,0.0,9.01,12.11,12.11,2024-01-04
461,35142089797,7.04,0.0,1.67,1.86,1.86,2024-01-04
461,4430857029246,10.0,0.0,9.39,12.25,12.25,2024-01-04
461,44304215,5.0,23.0,15.1,19.59,15.93,2024-01-04
461,35142085431,8.0,0.0,1.67,2.34,2.34,2024-01-04
461,44304237,7.0,23.0,12.4,16.09,13.08,2024-01-04
461,5832750008749,5.19,0.0,6.59,8.95,8.95,2024-01-04
461,4425384082618,9.0,0.0,6.24,7.59,7.59,2024-01-04
461,4427715871593,4.0,23.0,21.25,27.45,22.32,2024-01-04
461,35142091539,2.27,0.0,13.77,19.06,19.06,2024-01-04
461,35142086514,8.29,0.0,10.33,14.57,14.57,2024-01-04
461,35142085431,7.0,0.0,3.32,4.64,4.64,2024-01-04
461,5832750010672,4.31,0.0,14.83,19.13,19.13,2024-01-04
461,35142097521,9.0,0.0,4.43,5.86,5.86,2024-01-04
461,35142085431,9.0,0.0,3.42,4.79,4.79,2024-01-04
461,35142097521,10.0,0.0,4.22,5.58,5.58,2024-01-04
461,35142085431,4.0,0.0,3.95,5.52,5.52,2024-01-04
461,35142091977,2.23,0.0,9.58,13.3,13.3,2024-01-04
461,5832750010672,2.29,0.0,9.05,11.68,11.68,2024-01-04
461,35142089436,3.28,0.0,17.25,21.9,21.9,2024-01-04
461,5832750006630,1.22,0.0,12.89,17.86,17.86,2024-01-04
461,4425185250057,4.0,0.0,12.53,18.05,18.05,2024-01-04
461,4427174356670,6.0,0.0,3.48,4.24,4.24,2024-01-04
461,4427174356670,6.0,0.0,4.2,5.12,5.12,2024-01-04
461,35142097745,9.0,0.0,2.59,3.3,3.3,2024-01-04
461,35142097746,2.0,0.0,0.81,1.01,1.01,2024-01-04
461,4425327775965,5.0,8.0,1.94,3.08,2.85,2024-01-04
461,4427243334895,6.0,0.0,2.94,3.76,3.76,2024-01-04
461,4426871250027,9.0,0.0,2.41,3.47,3.47,2024-01-04
461,4425518273284,9.0,0.0,2.79,3.87,3.87,2024-01-04
461,3510000945,4.0,0.0,3.08,4.47,4.47,2024-01-04
461,3510000945,10.0,0.0,3.44,4.98,4.98,2024-01-04
461,3510003540,2.0,0.0,0.74,0.97,0.97,2024-01-04
461,3510000922,9.38,0.0,13.0,17.83,17.83,2024-01-04
461,35142091276,8.17,0.0,4.9,6.48,6.48,2024-01-04
461,35142091501,3.47,0.0,12.17,16.67,16.67,2024-01-04
461,5832750007270,4.26,0.0,4.31,5.92,5.92,2024-01-04
461,35142094222,7.18,0.0,1.57,2.35,2.35,2024-01-04
461,3510004503,5.06,0.0,4.69,6.02,6.02,2024-01-04
461,4425327775965,9.0,8.0,1.21,1.92,1.78,2024-01-04
461,35142085431,6.0,0.0,2.19,3.07,3.07,2024-01-04
461,35142091977,4.27,0.0,8.19,11.36,11.36,2024-01-04
461,35142097745,8.0,0.0,1.73,2.2,2.2,2024-01-04
461,3510003540,10.0,0.0,1.45,1.9,1.9,2024-01-04
461,4425329253238,8.0,0.0,4.06,5.66,5.66,2024-01-04
461,4427820528384,6.0,0.0,1.46,2.53,2.53,2024-01-04
461,4427243325075,6.0,0.0,4.62,5.83,5.83,2024-01-04
461,44297916,6.0,23.0,17.51,22.49,18.28,2024-01-04
461,3510003540,10.0,0.0,3.62,4.74,4.74,2024-01-04
461,5832750006630,8.16,0.0,7.51,10.41,10.41,2024-01-04
461,5832750008749,2.16,0.0,3.98,5.41,5.41,2024-01-04
461,35142088579,7.11,0.0,4.39,6.28,6.28,2024-01-04
461,4425250515545,7.0,0.0,4.42,6.45,6.45,2024-01-04
461,3510001214,6.09,0.0,5.77,7.53,7.53,2024-01-04
461,35142083953,5.1,0.0,5.15,6.63,6.63,2024-01-04
461,5832750010672,1.17,0.0,7.42,9.56,9.56,2024-01-04
461,5832750001626,1.12,0.0,5.13,7.16,7.16,2024-01-04
461,35142092292,7.18,0.0,7.34,9.58,9.58,2024-01-04
461,5832750008121,2.73,0.0,15.89,20.98,20.98,2024-01-04
461,4426629000521,5.0,0.0,3.67,5.26,5.26,2024-01-04
461,4425713476449,4.0,8.0,2.81,5.05,4.68,2024-01-04
461,4425713476449,9.0,8.0,3.25,5.84,5.41,2024-01-04
461,5832750006722,6.12,0.0,0.78,1.19,1.19,2024-01-04
461,5832750008749,5.14,0.0,4.29,5.83,5.83,2024-01-04
461,35142089631,7.17,0.0,5.55,7.4,7.4,2024-01-04
461,4425713476449,10.0,8.0,2.39,4.29,3.98,2024-01-04
461,35142097746,2.0,0.0,1.44,1.8,1.8,2024-01-04
461,4425250500191,10.0,0.0,2.21,3.25,3.25,2024-01-04
461,4425010502738,7.0,23.0,4.55,7.9,6.41,2024-01-04
461,4427715833748,3.0,23.0,14.66,19.01,15.45,2024-01-04
461,44317636,8.0,23.0,7.75,13.23,10.76,2024-01-04
461,44317636,9.0,23.0,4.01,6.84,5.56,2024-01-04
461,4427243326299,5.0,0.0,9.75,12.24,12.24,2024-01-04
461,35142091977,1.3,0.0,10.67,14.82,14.82,2024-01-04
461,5832750001626,3.16,0.0,6.31,8.79,8.79,2024-01-04
461,4427243325785,7.0,0.0,2.46,3.14,3.14,2024-01-04
461,35142085431,12.0,0.0,7.02,9.79,9.79,2024-01-04
461,35142090128,5.13,0.0,7.47,9.84,9.84,2024-01-04
461,5832750006722,2.14,0.0,1.29,1.96,1.96,2024-01-04
461,35142091977,3.2,0.0,7.1,9.86,9.86,2024-01-04
461,4425615008601,5.0,0.0,4.02,6.15,6.15,2024-01-04
461,3510001214,4.17,0.0,8.21,10.71,10.71,2024-01-04
461,4427243325785,10.0,0.0,2.82,3.6,3.6,2024-01-04
461,5832750006630,8.19,0.0,12.26,16.99,16.99,2024-01-04
461,4425010503183,3.0,23.0,1.92,2.92,2.38,2024-01-04
461,35142094222,9.17,0.0,1.51,2.29,2.29,2024-01-04
461,35142085431,10.0,0.0,1.91,2.67,2.67,2024-01-04
461,35142089631,7.34,0.0,8.06,10.76,10.76,2024-01-04
461,2454577511106,3.0,0.0,7.7,13.21,13.21,2024-01-04
461,2454577511106,7.0,0.0,8.41,12.16,12.16,2024-01-04
461,4425327804135,11.0,8.0,7.27,12.42,11.51,2024-01-04
461,4425258021517,2.0,0.0,2.55,4.36,4.36,2024-01-04
461,35142085431,8.0,0.0,1.49,2.08,2.08,2024-01-04
461,35142091977,6.12,0.0,4.62,6.42,6.42,2024-01-04
461,4427243325785,3.0,0.0,4.19,5.36,5.36,2024-01-04
461,35142088848,2.45,0.0,9.83,16.66,16.66,2024-01-04
461,35142083953,9.24,0.0,14.71,18.9,18.9,2024-01-04
461,3510001140,10.0,0.0,3.87,6.19,6.19,2024-01-04
461,4425194345700,7.0,0.0,6.0,8.38,8.38,2024-01-04
461,35142097746,3.0,0.0,1.8,2.25,2.25,2024-01-04
461,35142085431,12.0,0.0,6.11,8.52,8.52,2024-01-04
461,4426515429331,5.0,0.0,4.38,6.31,6.31,2024-01-04
461,4426515429331,9.0,0.0,4.43,6.38,6.38,2024-01-04
461,65330494,4.0,23.0,3.93,7.11,5.79,2024-01-04
461,4427715871593,8.0,23.0,20.65,26.68,21.69,2024-01-04
461,4425462781263,7.0,23.0,2.32,3.98,3.23,2024-01-04
461,4425250515138,12.0,0.0,12.7,18.35,18.35,2024-01-04
461,4425141754801,7.0,23.0,63.69,112.52,91.48,2024-01-04
461,35142085431,12.0,0.0,3.2,4.46,4.46,2024-01-04
461,35142093314,5.35,0.0,7.81,10.41,10.41,2024-01-04
461,5832750008121,2.24,0.0,5.76,7.61,7.61,2024-01-04
461,4425010501635,7.0,23.0,2.67,3.8,3.09,2024-01-04
461,35142092469,2.42,0.0,7.99,12.93,12.93,2024-01-04
461,4427820525939,9.0,0.0,2.43,3.06,3.06,2024-01-04
461,3510003540,5.0,0.0,1.54,2.01,2.01,2024-01-04
461,4425398253013,7.0,0.0,3.98,5.76,5.76,2024-01-04
461,4430403756952,6.0,23.0,2.0,3.42,2.79,2024-01-04
461,4427820527883,6.0,23.0,1.9,3.29,2.68,2024-01-04
461,4425063750086,4.0,0.0,1.52,2.45,2.45,2024-01-04
461,4425063750086,2.0,0.0,1.52,2.45,2.45,2024-01-04
461,4427820525939,5.0,0.0,1.61,2.03,2.03,2024-01-04
461,4427243325316,6.0,0.0,7.25,9.56,9.56,2024-01-04
461,35142097746,6.0,0.0,4.47,5.58,5.58,2024-01-04
461,4431172894951,10.0,0.0,6.96,10.01,10.01,2024-01-04
461,4427820527865,2.0,23.0,1.24,2.14,1.74,2024-01-04
461,4427820525243,10.0,23.0,0.47,0.82,0.67,2024-01-04
461,3510000922,9.19,0.0,7.24,9.93,9.93,2024-01-04
461,35142085431,2.0,0.0,1.69,2.36,2.36,2024-01-04
461,3510000866,8.0,0.0,0.94,1.38,1.38,2024-01-04
461,4425063750086,3.0,0.0,1.67,2.71,2.71,2024-01-04
461,4425327775965,2.0,8.0,1.29,2.05,1.89,2024-01-04
461,35142089797,5.06,0.0,4.37,4.86,4.86,2024-01-04
461,5832750001626,2.17,0.0,11.89,16.59,16.59,2024-01-04
461,4427243326299,7.0,0.0,9.89,12.42,12.42,2024-01-04
461,35142091248,1.04,0.0,2.05,3.01,3.01,2024-01-04
461,35142097521,6.0,0.0,1.03,1.36,1.36,2024-01-04
461,5832750006630,1.1,0.0,6.55,9.08,9.08,2024-01-04
461,4427715893607,9.0,23.0,18.98,24.61,20.0,2024-01-04
461,4427243325785,4.0,0.0,4.1,5.24,5.24,2024-01-04
461,4426759507958,5.0,0.0,4.41,5.74,5.74,2024-01-04
461,4425518273279,5.0,0.0,14.56,18.63,18.63,2024-01-04
461,5832750017808,1.21,0.0,3.21,4.52,4.52,2024-01-04
461,35142089503,9.38,0.0,17.36,24.08,24.08,2024-01-04
461,44297898,26.0,23.0,220.07,282.8,229.84,2024-01-04
461,5832750006630,2.53,0.0,19.99,27.7,27.7,2024-01-04
461,3795479341275,5.0,23.0,4.89,8.77,7.14,2024-01-04
461,3795253125193,10.0,23.0,6.43,10.85,8.81,2024-01-04
461,4425405750000,15.0,23.0,12.91,23.96,19.45,2024-01-04
461,4425842258292,8.0,23.0,35.54,59.6,48.46,2024-01-04
461,4425405750012,10.0,23.0,3.3,5.29,4.3,2024-01-04
461,4427243325150,3.0,0.0,11.55,14.71,14.71,2024-01-04
461,3510000918,6.29,0.0,7.52,10.67,10.67,2024-01-04
461,4425705001513,7.0,23.0,2.67,4.3,3.5,2024-01-04
461,35142092004,8.19,0.0,5.6,7.77,7.77,2024-01-04
461,5832750006630,6.17,0.0,10.38,14.39,14.39,2024-01-04
461,35142089503,6.16,0.0,4.07,5.65,5.65,2024-01-04
461,5709777785688,8.0,23.0,4.45,7.67,6.27,2024-01-04
461,60039032,9.0,23.0,1.14,2.16,1.76,2024-01-04
461,37630064,4.0,8.0,2.08,3.28,3.04,2024-01-04
461,5832750006722,6.25,0.0,2.52,3.81,3.81,2024-01-04
461,4427243325785,9.0,0.0,4.64,5.94,5.94,2024-01-04
461,4431172894951,10.0,0.0,10.76,15.46,15.46,2024-01-04
461,5832750017808,6.22,0.0,5.0,7.07,7.07,2024-01-04
461,4425147765477,3.0,0.0,3.94,5.55,5.55,2024-01-04
461,3510000912,8.36,0.0,13.83,19.3,19.3,2024-01-04
461,35142091539,8.44,0.0,12.57,16.87,16.87,2024-01-04
461,5832750006722,6.17,0.0,1.18,1.79,1.79,2024-01-04
461,4427513796020,6.0,0.0,1.56,2.03,2.03,2024-01-04
461,35142089631,2.34,0.0,10.26,13.69,13.69,2024-01-04
461,3510004503,2.31,0.0,23.56,30.25,30.25,2024-01-04
461,4425010501635,5.0,23.0,2.69,3.83,3.12,2024-01-04
461,35142091659,6.11,0.0,4.43,6.03,6.03,2024-01-04
461,35142092004,9.1,0.0,3.24,4.51,4.51,2024-01-04
461,3510001214,7.04,0.0,2.37,3.08,3.08,2024-01-04
461,5832750008749,8.11,0.0,3.0,4.07,4.07,2024-01-04
461,3510000922,7.38,0.0,11.47,15.73,15.73,2024-01-04
461,5832750007270,6.58,0.0,11.66,15.98,15.98,2024-01-04
461,35142085431,13.0,0.0,7.8,10.88,10.88,2024-01-04
461,5832750008121,2.34,0.0,12.03,15.87,15.87,2024-01-04
461,35142089503,5.73,0.0,23.73,32.91,32.91,2024-01-04
461,4427243325075,8.0,0.0,14.44,18.2,18.2,2024-01-04
461,4428959956252,5.0,23.0,0.68,1.57,1.28,2024-01-04
461,4431172896967,4.0,0.0,9.05,12.35,12.35,2024-01-04
461,44304306,2.0,23.0,11.96,15.54,12.63,2024-01-04
461,4429278085917,5.0,0.0,3.3,5.7,5.7,2024-01-04
461,4428677250507,4.0,0.0,3.75,5.28,5.28,2024-01-04
461,4425398251054,5.0,0.0,9.28,14.98,14.98,2024-01-04
461,3510000866,10.0,0.0,4.04,5.98,5.98,2024-01-04
461,4427820526653,3.0,0.0,3.08,3.48,3.48,2024-01-04
461,4430037154615,8.0,0.0,2.34,2.75,2.75,2024-01-04
461,35142092460,3.22,0.0,3.89,5.97,5.97,2024-01-04
461,4427243325075,2.0,0.0,4.48,5.64,5.64,2024-01-04
461,35142090081,1.16,0.0,5.93,8.37,8.37,2024-01-04
461,5709776327720,6.0,8.0,2.95,4.77,4.43,2024-01-04
461,5709965565234,5.0,8.0,2.27,3.41,3.17,2024-01-04
461,4430731112336,12.0,0.0,16.77,24.65,24.65,2024-01-04
461,4427243325075,5.0,0.0,6.21,7.83,7.83,2024-01-04
461,4425194341690,5.0,0.0,3.87,5.51,5.51,2024-01-04
461,4426380750049,5.0,0.0,10.97,16.15,16.15,2024-01-04
461,3510004038,4.35,0.0,14.83,20.46,20.46,2024-01-04
461,4427243326008,8.0,0.0,15.1,19.39,19.39,2024-01-04
461,4425851250361,9.0,8.0,1.83,3.09,2.86,2024-01-04
461,4425851250097,5.0,8.0,2.03,3.07,2.86,2024-01-04
461,4425851250097,7.0,8.0,1.25,1.89,1.75,2024-01-04
461,3510001242,7.74,0.0,24.21,32.63,32.63,2024-01-04
461,3510000918,4.78,0.0,28.27,40.1,40.1,2024-01-04
461,35142092004,4.16,0.0,7.91,11.0,11.0,2024-01-04
461,35142083953,9.11,0.0,5.21,6.7,6.7,2024-01-04
461,35142090081,9.09,0.0,2.93,4.13,4.13,2024-01-04
461,35142090081,4.12,0.0,4.35,6.14,6.14,2024-01-04
461,35142092004,3.09,0.0,4.04,5.61,5.61,2024-01-04
461,5832750010672,4.19,0.0,6.87,8.87,8.87,2024-01-04
461,4425851257563,7.0,8.0,1.09,1.73,1.6,2024-01-04
461,4425615008624,10.0,0.0,3.57,5.16,5.16,2024-01-04
461,44297893,11.0,23.0,38.88,49.95,40.59,2024-01-04
461,6534075450941,8.0,8.0,6.81,10.23,9.47,2024-01-04
461,4427715870389,8.0,23.0,21.9,28.4,23.09,2024-01-04
461,4425257251362,9.0,23.0,10.96,19.78,16.08,2024-01-04
461,44317613,7.0,23.0,8.86,15.14,12.31,2024-01-04
461,3023025084468,5.0,23.0,18.02,23.15,18.82,2024-01-04
461,44297893,10.0,23.0,11.36,14.61,11.87,2024-01-04
461,4427820526533,9.0,23.0,0.01,0.17,0.14,2024-01-04
461,4430579334135,8.0,0.0,20.9,29.57,29.57,2024-01-04
461,35142087702,5.46,0.0,21.69,28.69,28.69,2024-01-04
461,4427333878023,8.0,8.0,3.84,5.94,5.5,2024-01-04
461,35142091276,5.43,0.0,7.61,10.08,10.08,2024-01-04
461,4427820528236,6.0,0.0,1.28,2.11,2.11,2024-01-04
461,4427820526318,7.0,0.0,1.89,2.8,2.8,2024-01-04
461,4425329253151,6.0,0.0,3.36,4.75,4.75,2024-01-04
461,5709775645324,2.0,8.0,3.76,5.84,5.42,2024-01-04
461,4426590752735,9.0,0.0,2.01,2.88,2.88,2024-01-04
461,4430625752738,3.0,0.0,6.03,7.64,7.64,2024-01-04
461,4427921726116,2.0,0.0,4.96,7.01,7.01,2024-01-04
461,4425250514980,6.0,0.0,12.26,17.24,17.24,2024-01-04
461,4427243326008,11.0,0.0,6.97,8.95,8.95,2024-01-04
461,35142091293,1.08,0.0,4.48,5.75,5.75,2024-01-04
461,4431172891131,8.0,0.0,5.13,7.46,7.46,2024-01-04
461,4426871250027,4.0,0.0,2.61,3.75,3.75,2024-01-04
461,4425258026325,3.0,8.0,2.43,3.9,3.61,2024-01-04
461,4425615015242,5.0,0.0,4.52,6.42,6.42,2024-01-04
461,4427715871593,10.0,23.0,13.1,16.92,13.76,2024-01-04
461,35142090127,1.14,0.0,4.6,6.09,6.09,2024-01-04
461,35142090128,6.05,0.0,2.36,3.11,3.11,2024-01-04
461,4427820525261,7.0,23.0,0.8,1.4,1.14,2024-01-04
461,4425194315923,3.0,0.0,2.45,3.49,3.49,2024-01-04
461,4427243326008,9.0,0.0,3.29,4.23,4.23,2024-01-04
461,35142087365,8.14,0.0,4.61,6.76,6.76,2024-01-04
461,4430582617539,7.0,0.0,4.52,5.58,5.58,2024-01-04
461,3510000945,9.0,0.0,2.32,3.36,3.36,2024-01-04
461,35142085428,6.0,0.0,4.95,7.38,7.38,2024-01-04
461,35142085431,10.0,0.0,6.11,8.51,8.51,2024-01-04
461,35142097744,3.0,0.0,1.39,1.74,1.74,2024-01-04
461,4427243326008,5.0,0.0,3.6,4.63,4.63,2024-01-04
461,4428232673668,7.0,23.0,3.43,6.36,5.18,2024-01-04
461,4428232673507,4.0,23.0,3.56,7.16,5.83,2024-01-04
461,5832750006688,6.74,0.0,2.48,4.19,4.19,2024-01-04
461,35142091276,2.2,0.0,4.8,6.35,6.35,2024-01-04
461,5716657680150,10.0,23.0,11.46,20.51,16.68,2024-01-04
461,4428959956252,5.0,23.0,0.73,1.66,1.36,2024-01-04
461,4427243325785,9.0,0.0,4.1,5.24,5.24,2024-01-04
461,4425384736751,7.0,0.0,3.14,4.49,4.49,2024-01-04
461,4427243325785,10.0,0.0,3.49,4.46,4.46,2024-01-04
461,4425587257178,7.0,0.0,5.48,7.66,7.66,2024-01-04
461,4425329253238,4.0,0.0,4.62,6.44,6.44,2024-01-04
461,4426871250027,7.0,0.0,3.51,5.05,5.05,2024-01-04
461,5832750006722,2.13,0.0,0.9,1.36,1.36,2024-01-04
461,4426871250027,5.0,0.0,3.27,4.7,4.7,2024-01-04
461,4427174353089,6.0,0.0,7.18,10.35,10.35,2024-01-04
461,4431172895860,2.0,0.0,6.72,9.13,9.13,2024-01-04
461,4427820526659,2.0,23.0,1.26,2.37,1.93,2024-01-04
461,4427820526653,10.0,0.0,4.11,4.64,4.64,2024-01-04
461,4499033238441,10.0,23.0,0.6,1.08,0.89,2024-01-04
461,4429278085917,2.0,0.0,1.24,2.14,2.14,2024-01-04
461,4425257258649,10.0,23.0,4.34,6.98,5.67,2024-01-04
461,4429212753633,3.0,0.0,1.54,2.2,2.2,2024-01-04
461,35142089436,4.28,0.0,17.33,22.0,22.0,2024-01-04
461,4425717075559,2.0,8.0,5.8,9.17,8.5,2024-01-04
461,35142087365,4.29,0.0,12.3,18.02,18.02,2024-01-04
461,4428942007535,2.0,23.0,1.9,3.07,2.5,2024-01-04
461,4428942007506,7.0,23.0,5.27,8.83,7.19,2024-01-04
461,5832750010672,3.26,0.0,10.41,13.43,13.43,2024-01-04
461,4427243330263,9.0,0.0,18.39,23.21,23.21,2024-01-04
461,4425076500106,8.0,23.0,4.15,7.43,6.03,2024-01-04
461,3510001242,6.28,0.0,12.08,16.29,16.29,2024-01-04
461,5832750008121,6.19,0.0,4.88,6.44,6.44,2024-01-04
461,35142083953,2.29,0.0,17.09,21.96,21.96,2024-01-04
461,4427820525066,2.0,0.0,2.86,3.59,3.59,2024-01-04
461,4426017054006,7.0,0.0,3.37,4.95,4.95,2024-01-04
461,4425194349983,9.0,0.0,5.58,7.79,7.79,2024-01-04
461,4427715893737,2.0,23.0,20.47,26.39,21.46,2024-01-04
461,4427820526941,5.0,23.0,0.25,0.59,0.47,2024-01-04
461,4427820528384,6.0,0.0,1.07,1.86,1.86,2024-01-04
461,4428959956252,10.0,23.0,0.56,1.28,1.05,2024-01-04
461,4427243325785,10.0,0.0,3.47,4.44,4.44,2024-01-04
461,4427715870389,9.0,23.0,16.2,21.01,17.08,2024-01-04
461,4427715759138,6.0,23.0,12.52,16.15,13.13,2024-01-04
461,3510000918,6.19,0.0,6.69,9.48,9.48,2024-01-04
461,44304345,8.0,23.0,15.1,19.62,15.95,2024-01-04
461,35142090438,5.2,0.0,5.3,7.76,7.76,2024-01-04
461,3510000945,6.0,0.0,2.43,3.53,3.53,2024-01-04
461,4425851250384,4.0,8.0,2.05,3.37,3.12,2024-01-04
461,35142097521,10.0,0.0,1.18,1.55,1.55,2024-01-04
461,4427243325075,3.0,0.0,3.96,4.99,4.99,2024-01-04
461,4427820526649,2.0,0.0,4.72,5.29,5.29,2024-01-04
461,44297852,3.0,23.0,34.62,44.77,36.4,2024-01-04
461,5832750010672,1.2,0.0,5.73,7.4,7.4,2024-01-04
461,4425194321046,2.0,0.0,4.8,6.61,6.61,2024-01-04
461,4425615008601,3.0,0.0,3.76,5.47,5.47,2024-01-04
461,3510001214,4.05,0.0,3.04,3.96,3.96,2024-01-04
461,4425462754488,4.0,0.0,2.41,3.48,3.48,2024-01-04
461,4425194514957,4.0,0.0,4.33,6.34,6.34,2024-01-04
461,35142087365,6.16,0.0,6.04,8.83,8.83,2024-01-04
461,35142097521,10.0,0.0,1.91,2.53,2.53,2024-01-04
461,35142085431,5.0,0.0,4.3,5.99,5.99,2024-01-04
461,4430582618493,3.0,0.0,5.97,7.46,7.46,2024-01-04
461,4427715840328,10.0,23.0,19.01,24.56,19.96,2024-01-04
461,4427311576139,8.0,23.0,1.78,2.87,2.32,2024-01-04
461,35142090438,2.16,0.0,3.34,4.89,4.89,2024-01-04
461,5832750010672,8.18,0.0,4.55,5.87,5.87,2024-01-04
461,44306694,4.0,23.0,8.79,11.48,9.34,2024-01-04
461,44304345,3.0,23.0,18.73,24.34,19.78,2024-01-04
461,3510000922,8.19,0.0,5.59,7.66,7.66,2024-01-04
461,3510001214,5.04,0.0,2.09,2.73,2.73,2024-01-04
461,35142090081,7.14,0.0,3.82,5.38,5.38,2024-01-04
461,5832750010672,7.27,0.0,11.79,15.2,15.2,2024-01-04
461,35142091501,9.2,0.0,7.64,10.47,10.47,2024-01-04
461,6438003031566,10.0,0.0,1.71,2.54,2.54,2024-01-04
461,4427715759138,6.0,23.0,18.1,23.36,19.0,2024-01-04
461,44316609,5.0,23.0,19.09,24.81,20.17,2024-01-04
461,4425384240269,2.0,0.0,4.43,6.6,6.6,2024-01-04
461,4427243325075,3.0,0.0,4.97,6.27,6.27,2024-01-04
461,4427243325075,3.0,0.0,4.71,5.93,5.93,2024-01-04
461,35142097746,7.0,0.0,4.57,5.71,5.71,2024-01-04
461,3510004038,2.32,0.0,12.7,17.52,17.52,2024-01-04
461,4427243326893,9.0,0.0,5.2,6.48,6.48,2024-01-04
461,4427243280047,6.0,0.0,4.45,5.67,5.67,2024-01-04
461,4427820527220,10.0,0.0,2.78,4.34,4.34,2024-01-04
461,4427820527220,3.0,0.0,1.85,2.88,2.88,2024-01-04
461,5832750007270,1.34,0.0,7.26,9.97,9.97,2024-01-04
461,5832750008121,4.28,0.0,6.01,7.93,7.93,2024-01-04
461,4428959956252,6.0,23.0,0.84,1.92,1.57,2024-01-04
461,3510003540,6.0,0.0,1.26,1.65,1.65,2024-01-04
461,35142085431,6.0,0.0,1.36,1.91,1.91,2024-01-04
461,4425009000174,8.0,0.0,6.18,9.01,9.01,2024-01-04
461,4425372772659,4.0,23.0,5.25,8.89,7.23,2024-01-04
461,3510000912,9.31,0.0,11.6,16.2,16.2,2024-01-04
461,4426871250027,3.0,0.0,6.65,9.59,9.59,2024-01-04
461,4425615000192,9.0,0.0,19.91,18.96,18.96,2024-01-04
461,4427243325785,5.0,0.0,4.77,6.09,6.09,2024-01-04
461,35142085431,4.0,0.0,3.85,5.38,5.38,2024-01-04
461,5832750012900,9.13,0.0,4.04,5.46,5.46,2024-01-04
461,35142097746,3.0,0.0,1.16,1.46,1.46,2024-01-04
461,35142085428,3.0,0.0,3.87,5.77,5.77,2024-01-04
461,5832750001626,2.25,0.0,16.07,22.4,22.4,2024-01-04
461,35142089982,4.26,0.0,5.11,7.3,7.3,2024-01-04
461,4425372769090,3.0,23.0,3.39,6.59,5.35,2024-01-04
461,4425250500111,8.0,0.0,3.97,5.06,5.06,2024-01-04
461,4425250510033,6.0,0.0,3.82,6.19,6.19,2024-01-04
461,4428232673668,6.0,23.0,3.55,6.58,5.36,2024-01-04
461,5214436097108,4.0,23.0,3.52,6.11,4.98,2024-01-04
461,4427019887221,10.0,8.0,6.54,8.3,7.68,2024-01-04
461,4425147763404,4.0,0.0,4.03,5.34,5.34,2024-01-04
461,35142089797,4.12,0.0,7.62,8.46,8.46,2024-01-04
461,5832750001626,1.11,0.0,6.63,9.26,9.26,2024-01-04
461,4425405750000,9.0,23.0,3.29,6.1,4.95,2024-01-04
461,4425800550636,5.0,0.0,1.57,2.4,2.4,2024-01-04
461,4425250510837,4.0,0.0,2.0,3.0,3.0,2024-01-04
461,4425615009171,9.0,0.0,5.18,6.65,6.65,2024-01-04
461,4425800551166,4.0,0.0,1.87,2.74,2.74,2024-01-04
